id,time,location,latitude,longitude,district,nature,status
1211383,2018-05-01 00:12:30,"E ERIE ST / N JEFFERSON ST,MKE",43.0300342,-87.9053339,1,PATROL,Assignment Completed
1211382,2018-05-01 00:15:13,"N 51ST BL / W ROOSEVELT DR,MKE",43.0813539,-87.9772074,7,SHOTS FIRED,Unable to Locate Complainant
1211381,2018-05-01 00:16:19,"369 E OKLAHOMA AV,MKE",42.98804080000001,-87.9048121,6,BUSINESS CHECK,Assignment Completed
1211392,2018-05-01 00:20:09,"547 N 31ST ST,MKE",43.03723919999999,-87.9529192,3,SHOTS FIRED,Advised
1211391,2018-05-01 00:22:00,"110 E LAYTON AV,MKE",42.9594561,-87.9090203,6,BUSINESS CHECK,Assignment Completed
1211469,2018-05-01 00:22:05,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,PRISONER TRANS,Assignment Completed
1211406,2018-05-01 00:23:01,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1211403,2018-05-01 00:31:26,"S 6TH ST / W CLEVELAND AV,MKE",43.002476,-87.919209,2,WELFARE CITIZEN,Assignment Completed
1211397,2018-05-01 00:25:44,"2023 S KINNICKINNIC AV,MKE",43.0068109,-87.9079022,2,BUSINESS CHECK,Assignment Completed
1211396,2018-05-01 00:27:10,"2242 N 12TH ST,MKE",43.0601492,-87.9265884,3,BUSINESS CHECK,Assignment Completed
1211405,2018-05-01 00:27:21,"4762 S 27TH ST,MKE",42.957972,-87.9482803,6,TRAFFIC STOP,City Citation(s) Issued
1211459,2018-05-01 00:31:32,"1718 S KINNICKINNIC AV,MKE",43.01193190000001,-87.9099586,2,INJ PERSON/SICK,Assignment Completed
1211416,2018-05-01 00:35:25,"S 6TH ST / W BECHER ST,MKE",43.0134124,-87.9177671,2,FIRE,Advised/Referral
1211595,2018-05-01 01:49:52,"5720 N 76TH ST,MKE",43.121947,-88.005532,4,FAMILY TROUBLE,Advised
1211446,2018-05-01 00:50:05,"2213 S 15TH PL,MKE",43.00428540000001,-87.9326201,2,NOISE NUISANCE,Advised
1211401,2018-05-01 00:32:07,"3539 S HOWELL AV,MKE",42.9801998,-87.90837789999999,6,TS TARGETED,Advised
1211415,2018-05-01 00:36:07,"4139 N 78TH CT,MKE",43.0926214,-88.010863,7,SUSP PERS/AUTO,Advised
1211400,2018-05-01 00:33:27,"1341 W NORTH AV,MKE",43.060097,-87.9288167,3,BUSINESS CHECK,Assignment Completed
1211399,2018-05-01 00:33:43,"200 W GRANGE AV,MKE",42.9471145,-87.9139158,6,BUSINESS CHECK,Assignment Completed
1211455,2018-05-01 00:55:09,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,CONVEY PROPERTY,Service in Progress
1211503,2018-05-01 00:38:10,"1400 E BRADY ST,MKE",43.0531544,-87.8934292,1,THEFT,No Prosecution
1211434,2018-05-01 00:47:27,"N 55TH ST / W VILLARD AV,MKE",43.1120595,-87.9812561,7,SUSP PERS/AUTO,Unable to Locate Complainant
1211412,2018-05-01 00:39:45,"3319 W TOWNSEND ST,MKE",43.0805559,-87.95508799999999,7,CALL FOR POLICE,Unable to Locate Complainant
1211413,2018-05-01 00:38:24,"S AUSTIN ST / E DEWEY PL,MKE",42.9917312,-87.9068009,6,VEHICLE PURSUIT,Service in Progress
1211435,2018-05-01 00:45:13,"7952 N 94TH ST,MKE",43.16233,-88.028528,4,THEFT,Advised/Referral
1211458,2018-05-01 00:50:09,"853 N 23RD ST,MKE",43.04145339999999,-87.94194350000001,3,PROPERTY DAMAGE,Unable to Locate Complainant
1211425,2018-05-01 00:41:30,"5220 W NORTH AV,MKE",43.0608071,-87.9794412,3,BUSINESS CHECK,Assignment Completed
1211424,2018-05-01 00:41:38,"2624 W LISBON AV,MKE",43.0537379,-87.94717,3,TRAFFIC STOP,Assignment Completed
1211423,2018-05-01 00:42:12,"551 W BECHER ST,MKE",43.0063713,-87.9179104,2,TRAFFIC STOP,Assignment Completed
1211422,2018-05-01 00:42:43,"N FARWELL AV / E KENWOOD BL,MKE",43.07479550000001,-87.8813838,1,BUS INVESTIGATIO,Assignment Completed
1211421,2018-05-01 00:43:19,"3530 W SILVER SPRING DR,MKE",43.119502,-87.95729,4,TAVERN CHECK,Assignment Completed
1211419,2018-05-01 00:44:18,"3500 W WISCONSIN AV,MKE",43.0388057,-87.95771909999999,3,PATROL,Assignment Completed
1211432,2018-05-01 00:47:31,"2422 W HIGHLAND AV,MKE",43.0446505,-87.94364739999999,3,SHOTS FIRED,Unable to Locate Complainant
1211478,2018-05-01 00:48:03,"S 16TH ST / W OKLAHOMA AV,MKE",42.9883292,-87.9337826,6,SUBJ WITH WEAPON,Assignment Completed
1211433,2018-05-01 00:47:29,"2100 W ATKINSON AV,MKE",43.0915566,-87.93840139999999,5,TRAFFIC STOP,Advised
1211431,2018-05-01 00:47:34,"749 W STATE ST,MKE",43.0426483,-87.9212718,1,RETURN STATION,Assignment Completed
1211475,2018-05-01 00:57:33,"2830 N 34TH ST,MKE",43.070426,-87.95589199999999,7,MEET MFD,To be Filed
1211491,2018-05-01 00:55:52,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,CITIZEN CONVEY,Assignment Completed
1211429,2018-05-01 00:49:58,"N FARWELL AV / E NORTH AV,MKE",43.07100740000001,-87.8817242,1,TS TARGETED,Advised
1211444,2018-05-01 00:50:15,"7343 W APPLETON AV,MKE",43.0891753,-88.0039455,7,TRAFFIC STOP,City Citation(s) Issued
1211457,2018-05-01 00:50:33,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1211442,2018-05-01 00:52:16,"100 W HOLT AV,MKE",42.9824803,-87.9101731,6,TRAFFIC STOP,Advised
1211441,2018-05-01 00:52:24,"N 32ND ST / W HAMPTON AV,MKE",43.1050529,-88.06693159999999,5,INJ PERSON/SICK,Assignment Completed
1211436,2018-05-01 00:54:42,"320 E CENTER ST,MKE",43.067739,-87.90705,5,BATTERY,Advised/Referral
1211517,2018-05-01 00:53:56,"N 32ND ST / W HAMPTON AV,MKE",43.1050529,-88.06693159999999,5,TRAFFIC HAZARD,Assignment Completed
1211456,2018-05-01 00:54:07,"3333 N 3RD ST,MKE",43.079558,-87.914215,5,PROBATION/PAROLE,Advised/Referral
1211437,2018-05-01 00:54:28,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,ASSIGNMENT,Service in Progress
1211477,2018-05-01 00:57:03,"4730 S 27TH ST,MKE",42.9587157,-87.9482517,6,SUBJ WITH WEAPON,Assignment Completed
1211476,2018-05-01 00:57:04,"5953 N 63RD ST,MKE",43.1259909,-87.9897435,4,SHOTS FIRED,Unable to Locate Complainant
1211454,2018-05-01 00:55:49,"5174 N 35TH ST,MKE",43.1114182,-87.95609,7,TRAFFIC STOP,Advised
1211452,2018-05-01 00:56:29,"3522 W WISCONSIN AV,MKE",43.0392112,-87.9586738,3,BUSINESS CHECK,Assignment Completed
1211451,2018-05-01 00:56:35,"2023 S KINNICKINNIC AV,MKE",43.0068109,-87.9079022,2,BUSINESS CHECK,Advised
1211465,2018-05-01 01:02:10,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,PRISONER TRANS,Service in Progress
1211626,2018-05-01 01:44:54,"6075 N RIVER TRAIL DR,MKE",43.1279985,-88.0645619,4,NOISE NUISANCE,Advised
1211447,2018-05-01 00:59:57,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,RETURN STATION,Assignment Completed
1211484,2018-05-01 01:01:17,"N 99TH ST / W CARMEN AV,MKE",43.1230723,-88.0357147,4,SHOTS FIRED,Assignment Completed
1211490,2018-05-01 01:01:45,"3415 W MT VERNON AV,MKE",43.03343,-87.95699300000001,3,TRBL W/SUBJ-DV,Advised
1211609,2018-05-01 01:59:53,"5499 N 72ND ST,MKE",43.1174043,-88.0019538,4,TRBL W/SUBJ,Open Investigation
1211464,2018-05-01 01:02:30,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,REPORTS,Service in Progress
1211463,2018-05-01 01:02:49,"3510 W LINCOLN AV,MKE",43.00329139999999,-87.9584165,2,BUSINESS CHECK,Assignment Completed
1211474,2018-05-01 01:03:44,"3951 N 30TH ST,MKE",43.0886735,-87.95090650000002,5,SUBJ STOP,Advised
1211461,2018-05-01 01:04:27,7616 W HAMPTON AV,43.1064263,-88.0070002,7,BUSINESS CHECK,Assignment Completed
1211489,2018-05-01 01:04:32,"3500 W GALENA ST,MKE",43.05148699999999,-87.9576183,3,FOLLOW UP,Assignment Completed
1211473,2018-05-01 01:06:20,"3250 N TEUTONIA AV,MKE",43.0779776,-87.9327273,5,TRAFFIC STOP,Advised
1211472,2018-05-01 01:06:31,"2045 S 34TH ST,MKE",43.0074451,-87.9568938,2,FOLLOW UP,Assignment Completed
1211485,2018-05-01 01:18:35,"5268 S 27TH ST,MKE",42.9491253,-87.94824179999999,6,ACC PDO,Service in Progress
1211511,2018-05-01 01:22:53,"9520 N 107TH ST,MKE",43.1904578,-88.04330060000001,4,TRBL W/SUBJ,Unable to Locate Complainant
1211471,2018-05-01 01:07:11,"S 12TH ST / W MINERAL ST,MKE",47.3744541,-115.3772057,2,TRAFFIC STOP,Advised
1211470,2018-05-01 01:08:45,"1424 W MITCHELL ST,MKE",43.01258,-87.93030700000001,2,TS TARGETED,City Citation(s) Issued
1211483,2018-05-01 01:10:33,"4500 W HAMPTON AV,MKE",43.1046996,-87.96905989999999,7,TRAFFIC STOP,Advised
1211482,2018-05-01 01:12:10,"9000 W KAUL AV,MKE",43.1287084,-88.02440089999999,4,TAVERN CHECK,Assignment Completed
1211502,2018-05-01 01:12:58,"1430 W HAUSER AV,MKE",43.0950623,-87.9283213,5,CALL FOR POLICE,Advised
1211480,2018-05-01 01:13:07,"2237 N HOLTON ST,MKE",43.0599079,-87.905705,5,BUSINESS CHECK,Assignment Completed
1211479,2018-05-01 01:13:28,"1515 W NORTH AV,MKE",43.0602285,-87.9317568,3,BUSINESS CHECK,Assignment Completed
1211488,2018-05-01 01:15:03,"2967 N 24TH ST,MKE",43.0729389,-87.9426036,5,TRBL W/SUBJ-DV,Advised
1211487,2018-05-01 01:15:45,"1455 N 27TH ST,MKE",43.049657,-87.94808990000001,3,TRAFFIC STOP,Advised
1211501,2018-05-01 01:18:27,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,RETURN STATION,Assignment Completed
1211499,2018-05-01 01:20:33,"5255 N 47TH ST,MKE",43.1132369,-87.9716191,4,SUSP PERS/AUTO,Advised/Referral
1211500,2018-05-01 01:20:25,"1254 N 35TH ST,MKE",43.046905,-87.9573364,3,BUSINESS CHECK,Assignment Completed
1211507,2018-05-01 01:25:18,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,ROBBERY ST ARM,Service in Progress
1211509,2018-05-01 01:24:02,"1542-A S PEARL ST,MKE",43.01496470000001,-87.9334846,2,BATTERY,City Citation(s) Issued
1211512,2018-05-01 01:22:34,"5100 W SILVER SPRING DR,MKE",43.11941239999999,-87.97622980000001,4,TRAFFIC STOP,City Citation(s) Issued
1211496,2018-05-01 01:22:55,"3100 W CONCORDIA AV,MKE",43.0798107,-87.95218419999999,5,BUSINESS CHECK,Assignment Completed
1211495,2018-05-01 01:23:13,"N FARWELL AV / E NORTH AV,MKE",43.07100740000001,-87.8817242,1,TRAFFIC STOP,Advised
1211510,2018-05-01 01:23:18,"1417 S MUSKEGO AV,MKE",43.0168349,-87.9335657,2,TRAFFIC STOP,City Citation(s) Issued
1211506,2018-05-01 01:25:59,"E STATE ST / N VAN BUREN ST,MKE",43.03724709999999,-87.90195829999999,1,SUSP PERS/AUTO,Service in Progress
1211508,2018-05-01 01:25:01,"502 W GREENFIELD AV,MKE",43.0172017,-87.9170279,2,BUSINESS CHECK,Advised
1211550,2018-05-01 01:28:37,"3320 N 23RD ST,MKE",43.0792508,-87.9409155,5,FAMILY TROUBL-DV,Advised
1211532,2018-05-01 01:29:25,"7609 W CAPITOL DR,MKE",43.089696,-88.0079092,7,DRUG DEALING,City Citation(s) Issued
1211516,2018-05-01 01:30:25,"9130 W HAMPTON AV,MKE",43.1052376,-88.0271181,7,BUSINESS CHECK,Assignment Completed
1211515,2018-05-01 01:31:10,8775 N 107TH ST,43.177254,-88.0448418,4,TAVERN CHECK,Assignment Completed
1211514,2018-05-01 01:32:49,"1609 E NORTH AV,MKE",43.0598103,-87.8900283,1,BUSINESS CHECK,Assignment Completed
1211513,2018-05-01 01:34:19,"1411 W ATKINSON AV,MKE",43.085991,-87.92889699999999,5,TRAFFIC STOP,Advised
1211539,2018-05-01 01:46:50,"5731 W BIRCH AV,MKE",43.116212,-87.98465999999999,4,NOTIFICATION,Advised
1211518,2018-05-01 01:38:19,"9002 W HOWARD AV,MKE",42.9739972,-88.0254126,6,TRBL W/SUBJ-DV,Advised
1211520,2018-05-01 01:35:34,"6929 W SILVER SPRING DR,MKE",43.1188947,-87.9982818,4,RETURN STATION,Assignment Completed
1211531,2018-05-01 01:35:36,"2800 S HOWELL AV,MKE",42.9935553,-87.90432059999999,6,PATROL,Assignment Completed
1211542,2018-05-01 01:41:42,"1401 S COMSTOCK AV,MKE",43.0168657,-87.93610939999999,2,SUBJ STOP,Assignment Completed
1211528,2018-05-01 01:42:02,"3500 W LISBON AV,MKE",43.0549128,-87.9577742,3,PATROL,Assignment Completed
1211549,2018-05-01 01:43:12,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,RETURN STATION,Assignment Completed
1211526,2018-05-01 01:43:38,"10433 W APPLETON AV,MKE",43.1252074,-88.0435593,4,TAVERN CHECK,Assignment Completed
1211610,2018-05-01 01:44:21,"5166 N LOVERS LANE RD,MKE",43.1113709,-88.0547222,4,INVESTIGATION,Unable to Locate Complainant
1211524,2018-05-01 01:44:28,"2627 W CAPITOL DR,MKE",43.0894967,-87.94670230000001,5,TRAFFIC STOP,Advised
1211548,2018-05-01 01:44:46,"3709 N 27TH ST,MKE",43.0850027,-87.9473711,5,TRAFFIC STOP,Advised
1211642,2018-05-01 01:45:09,"N 12TH ST / W NORTH AV,MKE",43.0630981,-87.92685910000002,3,SPECIAL ASSIGN,Assignment Completed
1211565,2018-05-01 01:46:25,"MILL/PILGRIM, MENOMONEE FALLS",34.2384924,-84.0949531,4,SPECIAL ASSIGN,Assignment Completed
1211538,2018-05-01 01:47:01,"2867 N OAKLAND AV,MKE",43.0708354,-87.88817739999999,1,BUSINESS CHECK,Assignment Completed
1211575,2018-05-01 01:47:50,"405 N 27TH ST,MKE",43.0348058,-87.94780829999999,3,BUSINESS CHECK,Assignment Completed
1211536,2018-05-01 01:48:20,"245 W LINCOLN AV,MKE",43.0024358,-87.9136371,2,POLICE ADMIN,Assignment Completed
1211534,2018-05-01 01:49:20,"2544 N 35TH ST,MKE",43.0652915,-87.9572664,3,BATTERY DV,Service in Progress
1211535,2018-05-01 01:48:51,"9208 W CAPITOL DR,MKE",43.090016,-88.028183,7,BUSINESS CHECK,Assignment Completed
1211547,2018-05-01 01:50:20,"1300 W COLLEGE AV,MKE",42.9308255,-87.9301134,6,BUSINESS CHECK,Assignment Completed
1211564,2018-05-01 01:53:17,"9200 W BLUE MOUND RD,MKE",43.0361733,-88.0278089,3,BUSINESS CHECK,Assignment Completed
1211545,2018-05-01 01:54:00,"800 S 2ND ST,MKE",43.0230152,-87.912296,2,BUSINESS CHECK,Assignment Completed
1211544,2018-05-01 01:54:59,"2625 W NATIONAL AV,MKE",43.02200759999999,-87.9468828,2,SUBJ STOP,Advised
1211563,2018-05-01 01:55:00,"9206 W CAPITOL DR,MKE",43.0900199,-88.0281029,7,BUSINESS CHECK,Assignment Completed
1211562,2018-05-01 01:55:15,"7170 W BURLEIGH ST,MKE",43.0755673,-88.00212789999999,7,TAVERN CHECK,Assignment Completed
1211554,2018-05-01 01:55:42,"5075 N SHERMAN BL,MKE",43.1090397,-87.96824199999999,7,BUSINESS CHECK,Assignment Completed
1211553,2018-05-01 01:55:53,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,ASSIGNMENT,Assignment Completed
1211574,2018-05-01 01:58:22,"2301 N LAKE DR,MKE",43.0605802,-87.8823656,1,BUSINESS CHECK,Assignment Completed
1211593,2018-05-01 02:06:28,"1619 S 20TH ST,MKE",43.013698,-87.93851699999999,2,NOISE NUISANCE,Advised
1211573,2018-05-01 02:02:09,2126 W HAYES,41.5475723,-90.60726939999999,2,FOLLOW UP,Assignment Completed
1211560,2018-05-01 02:02:47,"S 27TH ST / W LAYTON AV,GFD",42.9593175,-87.9485656,6,PD/OTHER IN MKE,Assignment Completed
1211559,2018-05-01 02:02:59,"S 38TH ST / W NATIONAL AV,MKE",42.99210859999999,-87.96166439999999,2,VEHICLE PURSUIT,Assignment Completed
1211558,2018-05-01 02:03:24,"11800 W SILVER SPRING DR,MKE",43.1174796,-88.0598782,4,BUSINESS CHECK,Assignment Completed
1211557,2018-05-01 02:04:02,"2856 N OAKLAND AV,MKE",43.0707191,-87.88756149999999,1,BUSINESS CHECK,Assignment Completed
1211634,2018-05-01 02:05:07,"3430 N 5TH ST,MKE",43.08101480000001,-87.9158976,5,ENTRY,Advised/Referral
1211556,2018-05-01 02:04:35,"9025 W VILLARD AV,MKE",43.1117673,-88.0238755,7,BUSINESS CHECK,Assignment Completed
1211571,2018-05-01 02:05:24,"6800 N 76TH ST,MKE",43.1425537,-88.0042792,4,TRAFFIC STOP,City Citation(s) Issued
1211594,2018-05-01 02:05:30,"4500 N SHERMAN BL,MKE",43.0993493,-87.9664433,7,BUSINESS CHECK,Assignment Completed
1211608,2018-05-01 02:08:22,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,REPORTS,Assignment Completed
1211633,2018-05-01 02:09:30,"4725 N 49TH ST,MKE",43.1031869,-87.9746133,7,ENTRY,Assignment Completed
1211566,2018-05-01 02:09:41,"S 23RD ST / W MITCHELL ST,MKE",43.0117875,-87.9418766,2,INVESTIGATION,Service in Progress
1211584,2018-05-01 02:10:04,"2222 W CAPITOL DR,MKE",43.0898471,-87.94017389999999,5,BUSINESS CHECK,Assignment Completed
1211583,2018-05-01 02:10:37,"300 E COLLEGE AV,MKE",42.932506,-87.9057062,6,BUSINESS CHECK,Assignment Completed
1211582,2018-05-01 02:11:45,"600 W LAYTON AV,MKE",42.9592752,-87.91954899999999,6,PATROL,Assignment Completed
1211650,2018-05-01 02:11:49,"6131 N HOPKINS ST,MKE",43.1289216,-87.96741399999999,4,FOLLOW UP,Assignment Completed
1211631,2018-05-01 02:26:19,"3307 N 17TH ST,MKE",43.0792505,-87.93254189999999,5,ENTRY,Advised/Referral
1211580,2018-05-01 02:12:41,"715 S 5TH ST,MKE",43.0238443,-87.917142,2,BUSINESS CHECK,Assignment Completed
1211625,2018-05-01 02:18:34,"N 70TH ST / W FLORIST AV,MKE",43.126312,-87.9984289,4,ACC PI,Assignment Completed
1211579,2018-05-01 02:13:49,"1802 W ATKINSON AV,MKE",43.0884129,-87.9332596,5,SUBJ STOP,Advised
1211607,2018-05-01 02:13:57,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,REPORTS,To be Filed
1211617,2018-05-01 02:14:24,"2820 N HUMBOLDT BL,MKE",43.0703243,-87.8977979,5,PARK AND WALK,Assignment Completed
1211606,2018-05-01 02:14:25,"3626 W FOND DU LAC AV,MKE",43.0766866,-87.95881700000001,7,CONVEY PROPERTY,Assignment Completed
1211592,2018-05-01 02:15:14,"3927 W VILLARD AV,MKE",43.11162210000001,-87.9622334,7,TRAFFIC STOP,Advised
1211591,2018-05-01 02:16:01,"1300 W LLOYD ST,MKE",43.05837,-87.92874189999999,3,PARK AND WALK,Assignment Completed
1211590,2018-05-01 02:16:20,"3725 S HOWELL AV,MKE",42.9767889,-87.90999099999999,6,BUSINESS CHECK,Assignment Completed
1211589,2018-05-01 02:16:46,"7600 W CAPITOL DR,MKE",43.0907276,-88.0084063,7,BUSINESS CHECK,Assignment Completed
1211588,2018-05-01 02:17:06,"3959 N 60TH ST,MKE",43.0892948,-87.98734390000001,7,BUSINESS CHECK,Assignment Completed
1211624,2018-05-01 02:19:01,"2938 N 70TH ST,MKE",43.0721363,-87.9994447,7,ENTRY,Assignment Completed
1211605,2018-05-01 02:18:12,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,RETURN STATION,Assignment Completed
1211641,2018-05-01 02:25:39,"5244 N 38TH ST,MKE",43.11293269999999,-87.9597934,4,SUSP PERS/AUTO,Advised/Referral
1211599,2018-05-01 02:23:55,"3006 S 27TH ST,MKE",42.990477,-87.9475489,6,CONVEY PROPERTY,Service in Progress
1211649,2018-05-01 02:22:43,"N 69TH ST / W CALDWELL CT,MKE",43.113919,-87.99735559999999,4,SHOTS FIRED,Unable to Locate Complainant
1211662,2018-05-01 02:20:48,"2920 N 4TH ST,MKE",43.0716492,-87.91518429999999,5,REPORTS,Assignment Completed
1211623,2018-05-01 02:23:03,"W HOWARD AV / S 22ND ST,MKE",42.9738303,-88.0087302,6,BATTERY,City Citation(s) Issued
1211600,2018-05-01 02:23:07,"1609 E NORTH AV,MKE",43.0598103,-87.8900283,1,BUSINESS CHECK,Assignment Completed
1211632,2018-05-01 02:24:53,"3405 N 10TH ST,MKE",43.0803448,-87.92388539999999,5,TRBL W/SUBJ,Advised
1211598,2018-05-01 02:24:05,"1901 S 35TH ST,MKE",43.009994,-87.95807099999999,2,BUSINESS CHECK,Assignment Completed
1211614,2018-05-01 02:25:50,"N 28TH ST / W ATKINSON AV,MKE",43.0980248,-87.94802720000001,5,INJ PERSON/SICK,Assignment Completed
1211597,2018-05-01 02:24:39,"605 S 1ST ST,MKE",43.0250992,-87.9115274,2,BUSINESS CHECK,Assignment Completed
1211616,2018-05-01 02:25:01,"2333 N 49TH ST,MKE",43.0613891,-87.97516410000001,3,REPORTS,To be Filed
1211612,2018-05-01 02:29:06,"W MARTIN DR / W HIGHLAND BL,MKE",43.0446151,-87.9618823,3,ENTRY AUTOS,Service in Progress
1211658,2018-05-01 02:36:29,"1336 N 44TH ST,MKE",43.04828699999999,-87.96883,3,NOISE NUISANCE,Advised
1211640,2018-05-01 02:31:12,"S 30TH ST / W SCOTT ST,MKE",43.01904529999999,-87.95148999999999,2,FIGHT,City Citation(s) Issued
